amsmtFclty,appnNtfcDate,cltrFclty,cnvnncFclty,etcFclty,institutionNm,insttCode,insttNm,latitude,lnmadr,longitude,manageNo,mvmFclty,parkAr,parkNm,parkSe,phoneNumber,rdnmadr,referenceDate
,1994-12-03,,등의자+ 평의자+ 화장실,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.004339,경상북도 포항시 남구 연일읍 유강리 601-5,129.320048,47111-00044,농구장+운동기구,2578.6,연일버드마,어린이공원,054-270-5735,,2026-05-12
,1994-12-03,,,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.003962,경상북도 포항시 남구 연일읍 유강리 601-4,129.319132,47111-00045,유소년축구장,2050.3,연일풋살,어린이공원,054-270-5735,,2026-05-12
그네,1987-02-07,,화장실+음수대+정자+파고라+등의자+평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,35.956087,경상북도 포항시 남구 오천읍 문덕리 383-1,129.400884,47111-00046,테니스장+족구장+게이트볼장+운동기구,14000,문덕근린,근린공원,054-270-5735,,2026-05-12
조합놀이대,1989-08-11,데크무대,화장실+자전거 보관소,,경상북도 포항시 공원과,5020000,경상북도 포항시,35.965607,경상북도 포항시 남구 오천읍 원리 979,129.402366,47111-00047,농구장+운동기구,10100,원동11근린,근린공원,054-270-5735,,2026-05-12
조합놀이대,1997-09-13,,화장실,,경상북도 포항시 공원과,5020000,경상북도 포항시,35.972317,경상북도 포항시 남구 오천읍 원리 1429,129.408939,47111-00048,게이트볼장+운동기구,11031,원동7근린,근린공원,054-270-5735,,2026-05-12
조합놀이대+그네+시소+흔들놀이,2001-10-30,,등의자+ 평의자+ 화장실+자전거 보관소,,경상북도 포항시 공원과,5020000,경상북도 포항시,35.979274,경상북도 포항시 남구 오천읍 원리 28-2,129.405173,47111-00049,운동기구,10500,원동1근린,근린공원,054-270-5735,,2026-05-12
조합놀이대,1989-08-19,,정자+파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,35.961903,경상북도 포항시 남구 오천읍 문덕리 219-5,129.401607,47111-00050,운동기구,1701.9,오천문덕,어린이공원,054-270-5735,,2026-05-12
,1989-08-19,,정자+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,35.958675,경상북도 포항시 남구 오천읍 문덕리 338-1,129.401049,47111-00051,운동기구,1600.2,오천해병,어린이공원,054-270-5735,경상북도 포항시 남구 오천읍 문덕로44번길 13-2,2026-05-12
,1989-08-19,,정자+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,35.956161,경상북도 포항시 남구 오천읍 문덕리 404-5,129.404842,47111-00052,운동기구,1599.7,오천오어사,어린이공원,054-270-5735,,2026-05-12
,1989-08-19,,정자+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,35.958617,경상북도 포항시 남구 오천읍 문덕리 357-1,129.404365,47111-00053,운동기구,1599.8,오천원효,어린이공원,054-270-5735,,2026-05-12
조합놀이대,1989-08-19,,정자+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,35.959933,경상북도 포항시 남구 오천읍 문덕리 319-6,129.404414,47111-00054,운동기구,1599.6,오천해송,어린이공원,054-270-5735,,2026-05-12
,1987-04-03,,정자+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,35.961287,경상북도 포항시 남구 오천읍 문덕리 298-1,129.405965,47111-00055,운동기구,1599.9,오천장미,어린이공원,054-270-5735,,2026-05-12
,1987-04-03,,파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,35.963087,경상북도 포항시 남구 오천읍 문덕리 256-4,129.406698,47111-00056,운동기구,1600.6,오천갈매기,어린이공원,054-270-5735,,2026-05-12
그네+시소+흔들놀이,1987-04-03,,파고라+평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,35.964059,경상북도 포항시 남구 오천읍 문덕리 197-1,129.404031,47111-00057,운동기구,1599.6,오천포은,어린이공원,054-270-5735,,2026-05-12
어린이놀이시설,1987-04-03,,정자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.022688,경상북도 포항시 남구 해도동 30-2,129.375031,47111-00080,,3480,해도장수1,어린이공원,054-270-5735,경상북도 포항시 남구 희망대로1003번길 26-1,2026-05-12
조합놀이대,2017-05-30,,등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.022110,경상북도 포항시 남구 해도동 29-5,129.375171,47111-00081,운동기구,954,해도운하소공원,소공원,054-270-5735,,2026-05-12
,2000-06-27,,화장실+음수대+먼지떨이+주차장+자전거 보관소,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.033003,경상북도 포항시 남구 지곡동 470,129.321149,47111-00082,농구장+게이트볼장+족구장+인라인장+테니스장+운동기구,13947,지곡라근린공원(체육공원),근린공원,054-270-5735,,2026-05-12
,1993-03-16,,등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.026208,경상북도 포항시 남구 지곡동 485,129.324439,47111-00083,,13720,지곡마근린공원,근린공원,054-270-5735,,2026-05-12
,1992-08-27,,평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.027679,경상북도 포항시 남구 지곡동 653-1,129.321846,47111-00084,운동기구,53396,지곡근린공원,근린공원,054-270-5735,,2026-05-12
조합놀이대,1992-09-02,,등의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.033112,경상북도 포항시 남구 지곡동 470-1,129.320351,47111-00085,,2800.2,지곡체육,어린이공원,054-270-5735,,2026-05-12
조합놀이대,1994-04-22,,파고라,,경상북도 포항시 공원과,5020000,경상북도 포항시,35.973249,경상북도 포항시 남구 구룡포읍 하정리 65,129.549459,47111-00004,,3694,구룡포당사포,어린이공원,054-270-5735,,2026-05-12
짚라인,2023-03-08,,파고라+평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,35.9987030876,경상북도 포항시 남구 구룡포읍 구룡포리 1011,129.564234,47111-00005,운동기구,1580,해상,어린이공원,054-270-5735,,2026-05-12
조합놀이대,2023-03-08,,파고라+평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,35.9968177862,경상북도 포항시 남구 구룡포읍 구룡포리 1085,129.562664,47111-00006,운동기구,2415,해돋이,어린이공원,054-270-5735,,2026-05-12
짚라인,2023-06-14,,파고라+평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,35.993747,경상북도 포항시 남구 구룡포읍 구룡포리 1388,129.558550,47111-00007,운동기구,2230.2,해넘이,어린이공원,054-270-5735,,2026-05-12
짚라인,2023-06-14,,파고라+평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,35.994178,경상북도 포항시 남구 구룡포읍 구룡포리 1280,129.563587,47111-00008,운동기구,2286.3,해뜨는,어린이공원,054-270-5735,,2026-05-12
,1973-07-02,,화장실+음수대,,경상북도 포항시 공원과,5020000,경상북도 포항시,35.964103,경상북도 포항시 남구 대송면 옥명리 524,129.381334,47111-00009,풋살장,241437,대각근린,근린공원,054-270-5735,,2026-05-12
,2002-01-24,,화장실+음수대,,경상북도 포항시 공원과,5020000,경상북도 포항시,35.957075,경상북도 포항시 남구 대송면 옥명리 582-2,129.388444,47111-00010,농구장+풋살장+족구장+운동기구,14492,공단1근린,근린공원,054-270-5735,,2026-05-12
놀이시설,2002-01-24,,평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,35.949892,경상북도 포항시 남구 대송면 옥명리 584-1,129.382995,47111-00011,배구장,129094,공단근린,근린공원,054-270-5735,,2026-05-12
,2002-02-15,,파고라,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.020079,경상북도 포항시 남구 대잠동 1001-1,129.343859,47111-00012,,2037,대잠1,어린이공원,054-270-5735,,2026-05-12
조합놀이대+흔들놀이,1993-12-03,,파고라+등의자+평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.015269,경상북도 포항시 남구 대잠동 979,129.341719,47111-00013,운동기구,1500,대잠희망,어린이공원,054-270-5735,,2026-05-12
조합놀이대,1993-12-03,,파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.016649,경상북도 포항시 남구 대잠동 973-2,129.342051,47111-00014,운동기구,2836.1,대잠소망,어린이공원,054-270-5735,,2026-05-12
조합놀이대+그네+시소,2003-09-29,,평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.014201,경상북도 포항시 남구 대잠동 668-32,129.337695,47111-00015,운동기구,523,대잠행복,어린이공원,054-270-5735,,2026-05-12
조합놀이대+시소,2003-09-29,,평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.012768,경상북도 포항시 남구 대잠동 160-53,129.339312,47111-00016,운동기구,825,대잠포스코,어린이공원,054-270-5735,,2026-05-12
그네+시소+흔들놀이,2003-09-29,,등의자+평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.011971,경상북도 포항시 남구 대잠동 780-201,129.335738,47111-00017,운동기구,402,대잠화목,어린이공원,054-270-5735,,2026-05-12
조합놀이대+미끄럼틀,1994-06-07,,파고라+평의자+등의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.029667,경상북도 포항시 남구 이동 650,129.337668,47111-00018,운동기구,4417,이동사랑,어린이공원,054-270-5735,,2026-05-12
조합놀이대,1964-06-07,,화장실+파고라+평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.027085,경상북도 포항시 남구 이동 659,129.339531,47111-00019,배드민턴장+운동기구,6602.2,이동이화,어린이공원,054-270-5735,경상북도 포항시 남구 대이로127번길 12-10,2026-05-12
조합놀이대+시소+흔들놀이,1994-06-07,,축구장 관리실+화장실+파고라+등의자+평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.024099,경상북도 포항시 남구 대잠동 462-3,129.340089,47111-00020,유소년축구장,4958.1,이동체육,어린이공원,054-270-5735,경상북도 포항시 남구 대이로95번길 6-7,2026-05-12
조합놀이대,2007-02-15,,파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.021666,경상북도 포항시 남구 대잠동 1013,129.338417,47111-00021,운동기구,1582,대잠센트럴,어린이공원,054-270-5735,,2026-05-12
,2015-07-28,,파고라+평의자+등의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.00834708,경상북도 포항시 남구 대잠동 1037,129.341399,47111-00022,,8649,대잠(자이)소공원,소공원,054-270-5735,,2026-05-12
조합놀이대+시소+흔들놀이,2022-07-04,,자전거 보관소+평의자+ 등의자,바닥분수,경상북도 포항시 공원과,5020000,경상북도 포항시,35.959697,경상북도 포항시 남구 동해면 공당리 895-20,129.501793,47111-00023,멀티코트장+운동기구,10013,블루밸리 1호 근린공원,근린공원,054-270-5735,,2026-05-12
,2022-07-04,,자전거 보관소+평의자+ 등의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,35.9556505,경상북도 포항시 남구 동해면 공당리 988,129.5012635,47111-00024,운동기구,147632,블루밸리 3호 근린공원,근린공원,054-270-5735,,2026-05-12
조합놀이대+징검다리,2022-12-23,,파고라+음수대,,경상북도 포항시 공원과,5020000,경상북도 포항시,35.963707,경상북도 포항시 남구 동해면 공당리 1039,129.4983277,47111-00025,,1852.1,블루밸리1,어린이공원,054-270-5735,,2026-05-12
,2022-07-04,,평의자+ 등의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,35.964845,경상북도 포항시 남구 동해면 공당리 339,129.499274,47111-00026,,1403,블루밸리 소공원,소공원,054-270-5735,,2026-05-12
,2011-12-23,야외무대,화장실+파고라+등의자,연못,경상북도 포항시 공원과,5020000,경상북도 포항시,36.002198,경상북도 포항시 남구 동해면 임곡리 123,129.458888,47111-00027,,82637,연오랑세오녀테마공원,문화공원,054-270-5735,,2026-05-12
,2022-07-04,,화장실+파고라,,경상북도 포항시 공원과,5020000,경상북도 포항시,35.964654,경상북도 포항시 남구 동해면 공당리 산59,129.494569,47111-00028,농구장+풋살장+족구장+운동기구,14469,블루밸리 체육공원,체육공원,054-270-5735,,2026-05-12
조합놀이대,1980-01-12,,정자+파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.011199,경상북도 포항시 남구 대도동 638,129.356997,47111-00029,운동기구,2697.6,대도영암,어린이공원,054-270-5735,,2026-05-12
조합놀이대,1974-06-15,,등의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.022442,경상북도 포항시 남구 대도동 56-7,129.364291,47111-00030,운동기구,1170.6,대도대해,어린이공원,054-270-5735,경상북도 포항시 남구 양학천로118번길 37,2026-05-12
조합놀이대,1987-04-03,,파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.011268,경상북도 포항시 남구 대도동 171-2,129.361726,47111-00031,운동기구,1160.7,대도,어린이공원,054-270-5735,경상북도 포항시 남구 상공로18번길 55,2026-05-12
조합놀이대+그네,2001-12-06,야외공연장,정자+파고라+등의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.023708,경상북도 포항시 남구 대도동 54-2,129.364147,47111-00032,운동기구,4274.1,대도 큰섬마을,어린이공원,054-270-5735,경상북도 포항시 남구 대해로91번길 22,2026-05-12
,1987-04-03,,평의자+ 등의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.011220,경상북도 포항시 남구 상도동 588-3,129.347052,47111-00033,,1826,상도1,어린이공원,054-270-5735,,2026-05-12
조합놀이대,1983-12-29,,정자+평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.104199,경상북도 포항시 북구 흥해읍 옥성리 247,129.340852,47113-00086,배구장+운동기구,1503,흥해청아,어린이공원,054-270-5735,,2026-05-12
조합놀이대,1983-12-29,,정자+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.110253,경상북도 포항시 북구 흥해읍 중성리 137,129.350673,47113-00087,운동기구,1565,흥해중성,어린이공원,054-270-5735,,2026-05-12
미끄럼틀,2006-09-04,,파고라+평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.111268,경상북도 포항시 북구 흥해읍 망천리 990,129.352373,47113-00088,족구장+운동기구,1500,흥해벌샘,어린이공원,054-270-5735,,2026-05-12
조합놀이대+숲속놀이집,2008-05-15,,파고라+등의자+ 평의자,자전거 보관대,경상북도 포항시 공원과,5020000,경상북도 포항시,36.092397,경상북도 포항시 북구 흥해읍 초곡리 1672,129.332249,47113-00089,운동기구,2669.6,흥해새마을,어린이공원,054-270-5735,,2026-05-12
조합놀이대+그게+시소+흔들놀이,2008-05-15,,파고라+평의자,자전거 보관대,경상북도 포항시 공원과,5020000,경상북도 포항시,36.095457,경상북도 포항시 북구 흥해읍 초곡리 1315,129.341212,47113-00090,,1505.8,흥해목장,어린이공원,054-270-5735,,2026-05-12
조합놀이대+흔들놀이,2008-05-15,,파고라+등의자+평의자,자전거 보관대,경상북도 포항시 공원과,5020000,경상북도 포항시,36.098149,경상북도 포항시 북구 흥해읍 초곡리 1162,129.337056,47113-00091,,1665.2,흥해심골,어린이공원,054-270-5735,,2026-05-12
,2005-07-28,,등의자+파고라,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.08079498,경상북도 포항시 북구 흥해읍 성곡리 1468,129.3378311,47113-00092,운동기구,6194.7,성곡,어린이공원,054-270-5735,,2026-05-12
오름놀이기구,2022-12-21,,파고라+등의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.10358276,경상북도 포항시 북구 흥해읍 옥성리 527,129.3438513,47113-00093,운동기구,1501.4,남옥1,어린이공원,054-270-5735,,2026-05-12
짚라인,2022-12-21,,파고라+평의자+등의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.101357,경상북도 포항시 북구 흥해읍 옥성리 587,129.342794,47113-00094,운동기구,1507.2,남옥2,어린이공원,054-270-5735,,2026-05-12
조합놀이대,2022-12-21,,파고라+평의자+등의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.103493,경상북도 포항시 북구 흥해읍 남성리 644,129.345907,47113-00095,운동기구,1551.2,남옥3,어린이공원,054-270-5735,,2026-05-12
조합놀이대+그네+시소+흔들놀이,2024-04-11,,평의자+파고라,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.09199081,경상북도 포항시 북구 흥해읍 초곡리 1868,129.334840,47113-00096,운동기구,2533.6,초곡1,어린이공원,054-270-5735,,2026-05-12
조합놀이대+그네+시소+흔들놀이,2024-04-11,,파고라+평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.092571,경상북도 포항시 북구 흥해읍 초곡리 1871,129.3393249,47113-00097,운동기구,4365.3,초곡2,어린이공원,054-270-5735,,2026-05-12
,2023-02-08,,,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.1084333,경상북도 포항시 북구 흥해읍 곡강리 856,129.403636,47113-00098,,2999,4산단1호,어린이공원,054-270-5735,,2026-05-12
,2023-02-08,,,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.10780397,경상북도 포항시 북구 흥해읍 곡강리 875,129.4050954,47113-00099,,3967,4산단2호,어린이공원,054-270-5735,,2026-05-12
어린이놀이시설,2000-08-24,,정자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.107335,경상북도 포항시 북구 흥해읍 남성리 299-5,129.348624,47113-00100,,1210,흥해남문,어린이공원,054-270-5735,,2026-05-12
,2015-04-02,,등의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.092581,경상북도 포항시 북구 흥해읍 초곡리 1511,129.338918,47113-00101,,369,초곡소공원,소공원,054-270-5735,,2026-05-12
,2022-12-21,,등의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.102729,경상북도 포항시 북구 흥해읍 남성리 721,129.348405,47113-00102,운동기구,1112.3,남옥4,소공원,054-270-5735,,2026-05-12
,2016-05-02,,등의자+파고라+평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.064304,경상북도 포항시 북구 흥해읍 이인리 976,129.3144761,47113-00103,운동기구,3385,융합3,소공원,054-270-5735,,2026-05-12
,2016-05-02,,등의자+파고라,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.06233239,경상북도 포항시 북구 흥해읍 이인리 1052,129.3190316,47113-00104,운동기구,2284,융합7,소공원,054-270-5735,,2026-05-12
,2016-05-02,,파고라+평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.06328408,경상북도 포항시 북구 흥해읍 이인리 986,129.311934,47113-00105,,1046,융합11,소공원,054-270-5735,,2026-05-12
,2016-05-02,,파고라+평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.06112107,경상북도 포항시 북구 흥해읍 대련리 1283,129.3117816,47113-00106,,638,융합12,소공원,054-270-5735,,2026-05-12
,2024-04-11,,정자+평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.0936273,경상북도 포항시 북구 흥해읍 초곡리 1873,129.341470,47113-00107,운동기구,2285.6,초곡3,소공원,054-270-5735,,2026-05-12
,2023-02-08,,,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.1073792,경상북도 포항시 북구 흥해읍 곡강리 878-1,129.4028916,47113-00108,,1055,4산단1호 소공원,소공원,054-270-5735,,2026-05-12
,2016-05-02,,파고라+평의자+막구조파고라,분수대,경상북도 포항시 공원과,5020000,경상북도 포항시,36.06642217,경상북도 포항시 북구 흥해읍 이인리 971,129.318492,47113-00109,풋살장+족구장+운동기구,10423,융합1,체육공원,054-270-5735,,2026-05-12
,2016-05-02,,등의자+정자+파고라+평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.06289097,경상북도 포항시 북구 흥해읍 이인리 996,129.316233,47113-00110,운동기구,31386,융합2,문화공원,054-270-5735,,2026-05-12
,2016-05-02,,,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.06109662,경상북도 포항시 북구 흥해읍 대련리 1237,129.3094179,47113-00111,,3965,융합4,수변공원,054-270-5735,,2026-05-12
,2016-05-02,,,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.05988072,경상북도 포항시 북구 흥해읍 대련리 1311,129.310545,47113-00112,,3773,융합5,수변공원,054-270-5735,,2026-05-12
어린이놀이시설,2022-07-04,,파고라,,경상북도 포항시 공원과,5020000,경상북도 포항시,35.94447806,경상북도 포항시 남구 구룡포읍 구평리 1517,129.528315,47111-00001,,2680,블루밸리3,어린이공원,054-270-5735,,2026-05-12
어린이놀이시설,2022-07-04,,파고라,,경상북도 포항시 공원과,5020000,경상북도 포항시,35.958456,경상북도 포항시 남구 구룡포읍 성동리 1391,129.505810,47111-00002,,1791,블루밸리2,어린이공원,054-270-5735,,2026-05-12
조합놀이대,1984-12-08,,파고라,,경상북도 포항시 공원과,5020000,경상북도 포항시,35.969843,경상북도 포항시 남구 구룡포읍 하정리 129,129.551204,47111-00003,,3499,구룡포솔머리,어린이공원,054-270-5735,,2026-05-12
